Sujetos,Condición,num_palabras_unicas_norm,primera_persona_norm,tercera_persona_norm,num noun norm,num verb norm,num adj norm,num advs norm,num numeral norm,num propn norm,Positivo pysent,Negativo pysent,Intensidad pysent,Valencia pysent,Valencia e intensidad pysent,Valencia2 pysent,Valencia e intensidad2 pysent,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_LSC,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density,Detalles internos norm,Detalles externos norm
1,cfk,-0.7382750541751716,0.0387596899224806,0.0930232558139534,0.1472868217054263,0.1317829457364341,0.0232558139534883,0.1240310077519379,0.0,0.0,0.0166240446269512,0.4034367799758911,0.4200608246028423,0,0.0,-1.0,-0.4200608246028423,1.0216834205987555,1.022374042788776,1.1423829869609277,74.0,13.0,12.099999999999998,3.2432432432432434,0.0053763440860215,5.1181630260397,0.0112959112959112,0.0,2.0,2.0,0.0222139948167345,0.5971074380165289,0.402892561983471
2,cfk,-0.7431850128076443,0.0289855072463768,0.0821256038647343,0.144927536231884,0.1400966183574879,0.0096618357487922,0.0966183574879227,0.0,0.0338164251207729,0.0254290346056222,0.2024950385093689,0.2279240731149912,0,0.0,0.0,0.0,0.98395882239834,0.9107010642284032,1.008535975883593,97.0,13.0,12.166666666666666,3.690721649484536,0.0277777777777777,4.701514644016253,0.0525226333622969,1.0,2.5,9.333333333333334,0.0192225085910652,0.5907172995780591,0.4092827004219409
3,cfk,0.6975627879254396,0.0436241610738255,0.0771812080536912,0.1812080536912751,0.1375838926174496,0.0302013422818791,0.087248322147651,0.0167785234899328,0.0067114093959731,0.0166036523878574,0.7175487875938416,0.734152439981699,-1,-0.734152439981699,-1.0,-0.734152439981699,1.0034768991475365,1.0132309984013388,0.9876536516775254,148.0,21.0,17.643678160919542,3.527027027027027,0.0176282051282051,5.565610708057383,0.0494938444666705,0.0,2.0,13.0,0.0119966905681191,0.7768987341772152,0.2231012658227848
4,cfk,-0.2021252491016237,0.0465116279069767,0.089922480620155,0.1720930232558139,0.117829457364341,0.0387596899224806,0.0976744186046511,0.0077519379844961,0.0201550387596899,0.0287892464548349,0.1633449345827102,0.1921341810375452,0,0.0,0.0,0.0,0.9680434598874752,0.9039275523787206,0.867820074661477,268.0,35.0,15.879496402877692,4.149253731343284,0.020684168655529,4.68040482254515,0.0379831931266795,0.0,6.0,27.0,0.0077701380736765,0.5804115853658537,0.4195884146341463
5,cfk,-0.6209856918333596,0.0416666666666666,0.0375,0.1291666666666666,0.1208333333333333,0.0291666666666666,0.1375,0.0083333333333333,0.0166666666666666,0.0835839882493019,0.2085214555263519,0.2921054437756538,0,0.0,0.0,0.0,0.9842899803929028,0.8975279354822486,0.9372747345062256,118.0,16.0,14.458525345622114,3.6440677966101696,0.0169491525423728,5.116484562356132,0.0352395835126704,1.0,2.5,10.333333333333334,0.0155729393017528,0.6387931034482759,0.3612068965517241
6,cfk,0.1101801080517119,0.0392156862745098,0.0392156862745098,0.1416122004357298,0.1372549019607843,0.0435729847494553,0.0849673202614379,0.0,0.0392156862745098,0.0084666702896356,0.7558188438415527,0.7642855141311884,-1,-0.7642855141311884,-1.0,-0.7642855141311884,0.9188096497467304,0.9297773639335004,0.9265774087121578,192.0,22.0,13.262867647058826,4.25,0.0343468468468468,4.662184414219077,0.06453031725213,3.0,10.5,33.0,0.0111256544502617,0.7016632016632016,0.2983367983367983
7,cfk,-0.8933574069972472,0.0319148936170212,0.0851063829787234,0.1134751773049645,0.1170212765957446,0.0638297872340425,0.0744680851063829,0.0035460992907801,0.0106382978723404,0.0064716474153101,0.7870644927024841,0.7935361401177943,-1,-0.7935361401177943,-1.0,-0.7935361401177943,0.9968488557107026,1.0072878760333817,0.997458238679742,140.0,19.0,13.885057471264371,3.7285714285714286,0.0334987593052109,4.833166767078738,0.0721723812764185,1.0,2.5,23.33333333333333,0.0134121274409044,0.6792452830188679,0.320754716981132
8,cfk,-1.2951132825219438,0.056910569105691,0.048780487804878,0.2276422764227642,0.1382113821138211,0.024390243902439,0.073170731707317,0.0,0.0,0.0156185291707515,0.3555334210395813,0.3711519502103328,0,0.0,-1.0,-0.3711519502103328,0.8987851357903661,0.8712440875061793,0.7202832029573913,68.0,12.0,15.362831858407084,3.235294117647059,0.0147058823529411,5.585356662807706,0.0317945126768656,0.0,0.0,5.0,0.0241439859525899,0.7205882352941176,0.2794117647058823
9,cfk,-0.8395072691003546,0.0428571428571428,0.0952380952380952,0.1380952380952381,0.1523809523809524,0.0333333333333333,0.0833333333333333,0.0,0.0333333333333333,0.0127679985016584,0.4706475436687469,0.4834155421704054,0,0.0,-1.0,-0.4834155421704054,0.8825717254561287,0.9324436383240045,0.8405068317232474,185.0,28.0,13.205431754874652,3.881081081081081,0.027027027027027,4.818631393912227,0.0461961502651843,0.0,7.0,20.0,0.0105464159811985,0.7365470852017937,0.2634529147982062
10,cfk,-0.616937583372962,0.0262626262626262,0.0909090909090909,0.1232323232323232,0.1414141414141414,0.0383838383838383,0.0565656565656565,0.0121212121212121,0.0141414141414141,0.0074920356273651,0.7993025779724121,0.8067946135997772,-1,-0.8067946135997772,-1.0,-0.8067946135997772,0.978648598219411,1.006544472784028,0.946586502274588,177.0,22.0,11.19625,4.519774011299435,0.0326192794547224,4.115206494111113,0.0810308342363135,0.0,8.0,33.0,0.0128402670775552,0.8164556962025317,0.1835443037974683
11,cfk,-1.3822012694774153,0.0128205128205128,0.0769230769230769,0.173076923076923,0.0641025641025641,0.0512820512820512,0.1025641025641025,0.0,0.0256410256410256,0.0072561600245535,0.7985625267028809,0.8058186867274344,-1,-0.8058186867274344,-1.0,-0.8058186867274344,1.0231161798769344,1.031964996346929,1.1435277266865709,85.0,13.0,12.447849462365587,3.5764705882352943,0.0261904761904761,4.791756498298313,0.0670488343796659,0.0,5.0,11.0,0.0212885154061624,0.4198717948717949,0.5801282051282052
12,cfk,0.1015475952240624,0.0844155844155844,0.0584415584415584,0.0909090909090909,0.1233766233766233,0.0519480519480519,0.0519480519480519,0.0,0.0584415584415584,0.0074039618484675,0.8559163212776184,0.863320283126086,-1,-0.863320283126086,-1.0,-0.863320283126086,0.9785414534197352,0.8860289773830783,0.8841643861747802,84.0,14.0,13.200704225352112,3.333333333333333,0.0218978102189781,5.198761713520786,0.0177249117725308,0.0,1.0,2.0,0.0200803212851405,0.7980769230769231,0.2019230769230769
13,cfk,-1.1690172624546746,0.024,0.064,0.136,0.12,0.032,0.08,0.0,0.056,0.0325628817081451,0.3071638941764831,0.3397267758846283,0,0.0,-1.0,-0.3397267758846283,0.7887128076720199,0.7517002400273859,0.5646978299845494,67.0,10.0,13.391304347826088,3.253731343283582,0.0434782608695652,5.360178684967848,0.0497609989269339,0.0,0.0,6.0,0.0246494798733604,0.4963768115942029,0.5036231884057971
14,cfk,-0.9497260939663748,0.0305343511450381,0.0687022900763358,0.1068702290076335,0.1297709923664122,0.015267175572519,0.1297709923664122,0.0,0.0305343511450381,0.0295927003026008,0.1350685209035873,0.1646612212061882,0,0.0,0.0,0.0,0.9301403388123826,0.8183381794217964,0.5064747938987012,81.0,15.0,16.740000000000002,3.037037037037037,0.01,5.9856666666667335,0.0207234009703145,0.0,1.0,5.0,0.0189814814814814,0.6678321678321678,0.3321678321678322
15,cfk,-0.6542186285407047,0.0359712230215827,0.0647482014388489,0.1654676258992805,0.1510791366906475,0.0071942446043165,0.0863309352517985,0.0,0.0215827338129496,0.0172805786132812,0.6289296746253967,0.646210253238678,-1,-0.646210253238678,-1.0,-0.646210253238678,0.9210405157775844,1.0163483167681442,1.0929085302887505,81.0,12.0,14.50746268656716,3.308641975308642,0.0132450331125827,5.124709784411186,0.0542774723057947,1.0,0.5,8.333333333333334,0.020679012345679,0.6540880503144654,0.3459119496855345
16,cfk,0.2112885636821291,0.0395256916996047,0.0553359683794466,0.150197628458498,0.1185770750988142,0.0316205533596837,0.0592885375494071,0.0079051383399209,0.0197628458498023,0.0661522895097732,0.1612080931663513,0.2273603826761245,0,0.0,0.0,0.0,0.9354866897327134,0.9766827360761284,0.9748845519704616,131.0,18.0,15.975,3.541984732824428,0.0165289256198347,5.362396506165811,0.0200457484300511,0.0,1.0,4.0,0.0136230182031708,0.8298076923076924,0.1701923076923077
17,cfk,-0.2312054103922841,0.0797413793103448,0.0323275862068965,0.1314655172413793,0.1551724137931034,0.0452586206896551,0.1293103448275862,0.021551724137931,0.0193965517241379,0.0186731349676847,0.3486699163913727,0.3673430513590574,0,0.0,-1.0,-0.3673430513590574,0.9954783360454854,1.0338989191963657,1.0093723556786307,174.0,23.0,12.005141388174804,4.471264367816092,0.0449927431059506,4.643154538493878,0.0637447733184984,2.0,6.0,29.666666666666668,0.0129227293867517,0.6242632612966601,0.3757367387033399
18,cfk,0.105867896016546,0.0217391304347826,0.0543478260869565,0.1702898550724637,0.1159420289855072,0.0543478260869565,0.0597826086956521,0.0090579710144927,0.0163043478260869,0.0266814995557069,0.079702652990818,0.106384152546525,0,0.0,0.0,0.0,1.069723803849656,1.0138133271807546,1.0700240538168195,212.0,28.0,13.662470430936953,4.358490566037736,0.0263157894736842,4.557940105686542,0.082129521617627,0.0,4.0,32.0,0.0103281766967718,0.4735663082437276,0.5264336917562724
19,cfk,-0.1973691619973156,0.0359712230215827,0.0647482014388489,0.1438848920863309,0.1294964028776978,0.0071942446043165,0.1151079136690647,0.0,0.0215827338129496,0.054978534579277,0.1260147988796234,0.1809933334589004,0,0.0,0.0,0.0,0.8981350327367634,1.1102254576753836,0.8614448808570163,80.0,14.0,14.713178294573645,3.15,0.0048076923076923,5.477566807313622,0.0280505775497497,1.0,3.5,4.333333333333333,0.0199367088607594,0.5,0.5
20,cfk,-1.0250196296412653,0.0447154471544715,0.040650406504065,0.0975609756097561,0.1707317073170731,0.048780487804878,0.1260162601626016,0.0040650406504065,0.008130081300813,0.0211676470935344,0.1631556898355484,0.1843233369290828,0,0.0,0.0,0.0,0.822265512748484,0.795514154934034,0.7091810884987029,114.0,17.0,12.69097222222222,3.789473684210526,0.0426136363636363,4.6506453521134565,0.0944300143778191,1.0,3.5,24.33333333333333,0.0167675826734979,0.5598591549295775,0.4401408450704225
21,cfk,-0.8711743680389249,0.0326086956521739,0.0543478260869565,0.1630434782608695,0.1956521739130435,0.0271739130434782,0.0978260869565217,0.0,0.0108695652173913,0.0238591823726892,0.3681704998016357,0.392029682174325,0,0.0,-1.0,-0.392029682174325,1.0620723280879538,1.02965436779496,1.0231237755809053,109.0,18.0,17.965909090909093,3.229357798165138,0.0261437908496732,6.038445907855309,0.0261999633154517,1.0,3.5,3.333333333333333,0.0149507305470608,0.5604265402843602,0.4395734597156398
22,cfk,-1.190667069028099,0.012012012012012,0.093093093093093,0.1531531531531531,0.1141141141141141,0.039039039039039,0.1471471471471471,0.03003003003003,0.021021021021021,0.0216218885034322,0.3162060081958771,0.3378278966993093,0,0.0,-1.0,-0.3378278966993093,0.9178155198827646,0.9294354396521516,0.9805082140764976,157.0,23.0,15.467796610169492,3.707006369426752,0.0141388174807197,5.287785514652271,0.0363453369045614,2.0,7.0,13.666666666666666,0.0118814306712395,0.7965976331360947,0.2034023668639053
23,cfk,0.0762583339155383,0.0256410256410256,0.0549450549450549,0.1282051282051282,0.1282051282051282,0.0695970695970696,0.0915750915750915,0.0,0.0036630036630036,0.0132137592881917,0.6548001170158386,0.6680138763040304,-1,-0.6680138763040304,-1.0,-0.6680138763040304,1.0543657690003168,1.0256393566683335,1.0409768420292802,131.0,20.0,14.74205020920502,3.648854961832061,0.0138461538461538,4.833179691101605,0.0263143205769506,0.0,6.0,8.0,0.0140340575455079,0.7178571428571429,0.2821428571428571
